FOODID;EUFDNAME;BESTLOC;ACQTYPE;METHTYPE
386;F18D3N3;25;F;E
386;F20D5N3;0;S;U
386;F22D6N3;0;S;U
386;TRP;12;S;CG
386;CHOLE;0;S;K
386;STERT;21,50;S;K
387;ENERC;88,94;S;S
387;CHOAVL;2,500;S;S
387;FAT;0,300;F;E
387;PROT;0,94;S;S
387;ALC;0;S;IG
387;FIBC;1,900;F;E
387;OA;0,320;S;S
387;SUGOH;0;S;S
387;STARCH;0,10;F;E
387;SUGAR;2,400;S;S
387;FRUS;1,400;F;E
387;GLUS;1,000;F;E
387;LACS;0;F;E
387;MALS;0;F;E
387;SUCS;0;F;E
387;PSACNCS;0,70;F;E
387;FIBINS;1,10;S;S
387;FOL;36,00;F;E
387;NIAEQ;0,200;S;S
387;NIA;0,1;F;E
387;VITPYRID;0,27;F;E
387;RIBF;0,010;F;E
387;THIA;0,0100;F;E
387;VITB12;0;F;E
387;VITC;120,00;F;E
387;VITA;20,73;S;S
387;CAROTENS;4192,7;S;S
387;VITD;0;F;E
387;VITE;2,160;S;S
387;VITK;9,399;S;S
387;CA;8,00;F;E
387;FE;0,400;F;E
387;ID;1,00;F;E
387;K;120,00;F;E
387;MG;10,000;F;E
387;NA;4,00;F;E
387;NACL;10,19;S;S
387;P;19,0;F;E
387;SE;0;F;E
387;ZN;0,100;F;E
387;FAFRE;0,101;S;R
387;FAPU;0,070;S;R
387;FAMCIS;0,0040;S;R
387;FASAT;0,0270;S;R
387;FATRN;0;S;U
387;FAPUN3;0,0250;S;R
387;FAPUN6;0,045;S;R
387;F18D2CN6;45,000;S;R
387;F18D3N3;25,000;S;R
387;F20D5N3;0;S;R
387;F22D6N3;0;S;R
387;TRP;6;S;CG
387;CHOLE;0;S;K
387;STERT;21,50;S;K
388;ENERC;126,08;S;S
388;CHOAVL;5,100;S;S
388;FAT;0,200;F;E
388;PROT;0,94;S;S
388;ALC;0;S;IG
388;FIBC;2,000;F;E
388;OA;0;S;S
388;SUGOH;0;S;S
388;STARCH;0;F;E
388;SUGAR;5,100;S;S
388;FRUS;3,000;F;E
388;GLUS;2,100;F;E
388;LACS;0;F;E
388;MALS;0;F;E
388;SUCS;0;F;E
388;PSACNCS;0,90;S;R
388;FIBINS;0,70;S;S
388;FOL;29,00;F;E
388;NIAEQ;0,900;S;S
388;NIA;0,7;F;E
388;VITPYRID;0,54;S;S
388;RIBF;0,020;F;E
388;THIA;0,0100;F;E
388;VITB12;0;F;E
388;VITC;204,90;D;AG
388;VITA;18,77;S;S
388;CAROTENS;4299,4;S;S
388;VITD;0;F;E
388;VITE;2,160;S;S
388;VITK;2,360;S;S
388;CA;8,00;F;E
388;FE;0,400;F;E
388;ID;1,00;S;R
388;K;220,00;F;E
388;MG;16,000;F;E
388;NA;4,00;F;E
388;NACL;10,19;S;S
388;P;26,0;F;E
388;SE;0,200;S;R
388;ZN;0,100;F;E
388;FAFRE;0,101;S;R
388;FAPU;0,070;S;R
388;FAMCIS;0,0040;S;R
388;FASAT;0,0270;S;R
388;FATRN;0;S;U
388;FAPUN3;0,0250;S;R
388;FAPUN6;0,045;S;R
388;F18D2CN6;45,000;S;R
388;F18D3N3;25,000;S;R
388;F20D5N3;0;S;R
388;F22D6N3;0;S;R
388;TRP;12;S;K
388;CHOLE;0;S;K
388;STERT;21,50;S;K
389;ENERC;75,54;S;S
389;CHOAVL;2,500;S;S
389;FAT;0,400;F;E
389;PROT;0,56;S;S
389;ALC;0;S;IG
389;FIBC;0,700;S;R
389;OA;0,240;S;R
389;SUGOH;0;S;IG
389;STARCH;0;D;AG
389;SUGAR;2,500;S;S
389;FRUS;1,400;D;AG
389;GLUS;1,100;D;AG
389;LACS;0;S;U
389;MALS;0;S;U
389;SUCS;0;D;AG
389;PSACNCS;0,6;D;AG
389;FIBINS;1,40;S;S
389;FOL;52,00;F;E
389;NIAEQ;0,367;S;R
389;NIA;0,200;S;R
389;VITPYRID;0,10;F;E
389;RIBF;0,020;F;E
389;THIA;0,1200;F;E
389;VITB12;0;S;IG
389;VITC;21,00;F;E
389;VITA;3,32;S;S
389;CAROTENS;612,0;S;CG
389;VITD;0;S;R
389;VITE;0,040;S;S
389;VITK;3,000;F;E
389;CA;15,00;F;E
389;FE;0,800;F;E
389;ID;1,00;S;R
389;K;360,00;F;E
389;MG;22,000;F;E
389;NA;2,41;S;R
389;NACL;6,14;S;R
389;P;45,0;F;E
389;SE;0,500;S;R
389;ZN;0,300;F;E
389;FAFRE;0,061;S;R
389;FAPU;0,041;S;R
389;FAMCIS;0,0019;S;R
389;FASAT;0,0182;S;R
389;FATRN;0;S;R
389;FAPUN3;0,0262;S;R
389;FAPUN6;0,015;S;R
389;F18D2CN6;14,953;S;R
389;F18D3N3;26,217;S;R
389;F20D5N3;0;S;R
389;F22D6N3;0;S;R
389;TRP;10,0;S;R
389;CHOLE;0;S;K
389;STERT;7,80;S;K
390;ENERC;93,58;S;S
390;CHOAVL;3,350;S;S
390;FAT;0,300;S;R
390;PROT;0,56;S;S
390;ALC;0;S;IG
390;FIBC;1,400;S;R
390;OA;0,370;S;R
390;SUGOH;0;S;R
390;STARCH;0;F;E
390;SUGAR;3,350;S;R
390;FRUS;2,000;S;R
390;GLUS;1,300;S;R
390;LACS;0;S;R
390;MALS;0;S;R
390;SUCS;0,050;S;R
390;PSACNCS;0,20;S;R
390;FIBINS;0,20;S;R
390;FOL;11,57;S;R
390;NIAEQ;0,850;S;R
390;NIA;0,700;S;R
390;VITPYRID;0,08;S;R
390;RIBF;0,040;S;R
390;THIA;0,0600;S;R
390;VITB12;0;S;IG
390;VITC;14,10;S;R
390;VITA;47,32;S;S
390;CAROTENS;3829,3;S;S
390;VITD;0;S;R
390;VITE;0,660;S;S
390;VITK;4,000;F;E
390;CA;8,64;S;R
390;FE;0,195;S;R
390;ID;1,00;S;R
390;K;237,11;S;R
390;MG;8,274;S;R
390;NA;360;F;E
390;NACL;917,28;S;S
390;P;25,9;S;R
390;SE;0,500;S;R
390;ZN;0,089;S;R
390;FAFRE;0,154;S;R
390;FAPU;0,091;S;R
390;FAMCIS;0,0270;S;R
390;FASAT;0,0363;S;R
390;FATRN;0;S;R
390;FAPUN3;0,0073;S;R
390;FAPUN6;0,083;S;R
390;F18D2CN6;83,138;S;R
390;F18D3N3;7,277;S;R
390;F20D5N3;0;S;R
390;F22D6N3;0;S;R
390;TRP;9,0;S;R
390;CHOLE;0,10;S;CG
390;STERT;2,50;S;CG
391;ENERC;1565,47;S;S
391;CHOAVL;10,300;S;S
391;FAT;17,700;F;E
391;PROT;35,88;S;T
391;ALC;0;S;IG
391;FIBC;15,7;F;E
391;SUGOH;0;S;R
391;STARCH;4,80;F;E
391;SUGAR;5,500;S;S
391;FRUS;0,500;F;E
391;GLUS;0,200;F;E
391;LACS;0;S;U
391;MALS;0;F;E
391;SUCS;4,800;F;E
391;PSACNCS;6,80;F;E
391;FIBINS;9,30;S;S
391;FOL;370,00;F;E
391;NIAEQ;9,715;S;S
391;NIA;2,2;F;E
391;VITPYRID;0,46;S;S
391;RIBF;0,310;F;E
391;THIA;1,1000;F;E
391;VITB12;0;S;IG
391;VITC;0;F;E
391;VITA;1,99;S;S
391;CAROTENS;24,0;S;S
391;VITD;0;S;IG
391;VITE;0,850;S;S
391;VITK;47;F;E
391;CA;163;F;E
391;FE;8,400;F;E
391;ID;6,00;F;E
391;K;1730,00;F;E
391;MG;225,000;F;E
391;NA;5,00;F;E
391;NACL;12,74;S;S
391;P;467;F;E
391;SE;19,000;F;E
391;ZN;1,000;F;E
391;FAFRE;13,290;S;S
391;FAPU;9,200;S;S
391;FAMCIS;1,1400;S;S
391;FASAT;2,8500;S;S
391;FATRN;0;S;R
391;FAPUN3;2,4000;S;S
391;FAPUN6;6,8000;S;S
391;F18D2CN6;6800;D;AG
391;F18D3N3;2400;F;AG
391;F20D5N3;0;S;R
391;F22D6N3;0;S;R
391;TRP;450,0;F;E
391;CHOLE;0;S;K
391;STERT;123,80;S;K
392;ENERC;94,60;S;S
392;CHOAVL;1,700;S;S
392;FAT;0,600;F;E
392;PROT;1,38;S;S
392;ALC;0;S;IG
392;FIBC;2,40;F;E
392;OA;0,065;S;R
392;SUGOH;0;S;IG
392;STARCH;0;D;AG
392;SUGAR;1,700;S;S
392;FRUS;0,9;D;AG
392;GLUS;0,8;D;AG
392;LACS;0;S;U
392;MALS;0;S;U
392;SUCS;0;F;AG
392;PSACNCS;0,7;D;AG
392;FIBINS;1,40;S;S
392;FOL;122,63;S;R
392;NIAEQ;1,401;S;S
392;NIA;0,7;F;E
392;VITPYRID;0,22;F;E
392;RIBF;0,200;F;E
392;THIA;0,0700;F;E
392;VITB12;0;S;IG
392;VITC;41,00;F;E
392;VITA;178,41;S;S
392;CAROTENS;5233,5;S;S
392;VITD;0;F;E
392;VITE;0,925;S;S
392;VITK;190,000;F;E
392;CA;77,00;F;E
392;FE;1,300;F;E
392;ID;1,00;S;R
392;K;0,20;F;E
392;MG;17,000;F;E
392;NA;14;F;E
392;NACL;35,67;S;S
392;P;51,0;F;E
392;SE;0,250;S;R
392;ZN;0,46;F;E
392;FAFRE;0,186;S;R
392;FAPU;0,143;S;R
392;FAMCIS;0,0105;S;R
392;FASAT;0,0325;S;R
392;FATRN;0;S;R
392;FAPUN3;0,1010;S;R
392;FAPUN6;0,029;S;R
392;F18D2CN6;29,158;S;R
392;F18D3N3;100,932;S;R
392;F20D5N3;0;S;R
392;F22D6N3;0;S;R
392;TRP;42;F;E
392;CHOLE;1,00;S;CG
392;STERT;9,60;S;CG
393;ENERC;453,13;S;S
393;CHOAVL;16,300;S;S
393;FAT;0,600;F;E
393;PROT;7,9;F;E
393;ALC;0;S;U
393;FIBC;2,1;F;E
393;OA;0,210;S;S
393;SUGOH;0;S;S
393;STARCH;14,7;F;E
393;SUGAR;1,600;S;S
393;FRUS;0,6;F;E
393;GLUS;0,4;F;E
393;LACS;0;S;U
393;MALS;0;F;E
393;SUCS;0,6;F;E
393;PSACNCS;0,50;S;R
393;FIBINS;0,70;S;R
393;FOL;13,50;S;R
393;NIAEQ;2,204;S;S
393;NIA;0,3;F;E
393;VITPYRID;1,24;F;E
393;RIBF;0,030;F;E
393;THIA;0,1300;F;E
393;VITB12;0;S;IG
393;VITC;17,00;F;E
393;VITA;0,57;S;S
393;CAROTENS;23,1;S;S
393;VITD;0;F;E
393;VITE;0,040;S;S
393;VITK;0,700;S;R
393;CA;18,00;F;E
393;FE;1,500;F;E
393;ID;2,70;F;E
393;K;620;F;E
393;MG;8,000;F;E
393;NA;3,70;S;R
393;NACL;9,43;S;R
393;P;153,0;F;E
393;SE;0,500;S;R
393;ZN;0,900;F;E
393;FAFRE;0,086;S;R
393;FAPU;0,049;S;R
393;FAMCIS;0,0164;S;R
393;FASAT;0,0201;S;R
393;FATRN;0;S;R
393;FAPUN3;0,0033;S;R
393;FAPUN6;0,046;S;R
393;F18D2CN6;45,556;S;R
393;F18D3N3;3,290;S;R
393;F20D5N3;0;S;R
393;F22D6N3;0;S;R
393;TRP;114;F;E
393;CHOLE;2,10;S;CG
393;STERT;9,30;S;CG
394;ENERC;539,58;S;S
394;CHOAVL;29,946;S;S
394;FAT;0,100;F;E
394;PROT;0,51;S;S
394;ALC;0;F;E
394;FIBC;0,976;S;R
394;OA;0,794;S;R
394;SUGOH;0;S;R
394;STARCH;0;S;R
394;SUGAR;29,946;S;S
394;FRUS;0,964;S;R
394;GALS;0;S;R
394;GLUS;1,012;S;R
394;LACS;0;S;R
394;MALS;0;S;R
394;SUCS;28,000;F;E
394;PSACNCS;0,39;S;R
394;FIBINS;0,63;S;R
394;FOL;9,47;S;R
394;NIAEQ;0,385;S;S
394;NIA;0,2;F;E
394;VITPYRID;0,06;S;R
394;RIBF;0;F;E
394;THIA;0;F;E
394;VITB12;0;S;IG
394;VITC;7,53;S;R
394;VITA;6,04;S;S
394;CAROTENS;326,0;S;S
394;VITD;0;S;U
394;VITE;0,065;S;S
394;VITK;8,031;S;R
394;CA;26,00;F;E
394;FE;0,300;F;E
394;ID;0,50;F;E
394;K;10,00;F;E
394;MG;6,000;F;E
394;NA;424,35;S;R
394;NACL;1081,23;S;R
394;P;20,0;F;E
394;SE;1,327;S;R
394;ZN;0,100;F;E
394;FAFRE;0,091;S;R
394;FAPU;0,049;S;R
394;FAMCIS;0,0225;S;R
394;FASAT;0,0196;S;R
394;FATRN;0;S;R
394;FAPUN3;0,0179;S;R
394;FAPUN6;0,031;S;R
394;F18D2CN6;31,012;S;R
394;F18D3N3;17,904;S;R
394;F20D5N3;0;S;R
394;F22D6N3;0;S;R
394;TRP;11,1;S;R
394;CHOLE;0,69;S;R
394;STERT;7,13;S;R
395;ENERC;464,70;S;S
395;CHOAVL;14,000;S;S
395;FAT;0,80;D;AG
395;PROT;8,30;D;AG
395;ALC;0;S;U
395;FIBC;7;F;E
395;OA;0;S;U
395;SUGOH;0;S;U
395;STARCH;12,5;S;CG
395;SUGAR;1,5;F;E
395;FRUS;0,304;S;R
395;GALS;0;S;R
395;GLUS;0,494;S;R
395;LACS;0;S;U
395;MALS;0;S;R
395;SUCS;0,266;S;R
395;PSACNCS;3,08;S;R
395;FIBINS;5,13;S;R
395;FOL;167,58;S;R
395;NIAEQ;2,223;S;S
395;NIA;0,7;F;E
395;VITPYRID;0,18;S;R
395;RIBF;0,050;F;E
395;THIA;0,1200;F;E
395;VITB12;0;S;IG
395;VITC;0;F;E
395;VITA;39,96;S;S
395;CAROTENS;555,0;S;S
395;VITD;0;F;E
395;VITE;0,129;S;S
395;VITK;27,000;P;AG
395;CA;81,66;D;AG
395;FE;1,89;D;AG
395;ID;0;F;E
395;K;365,0;D;AG
395;MG;48,91;D;AG
395;NA;5,0;D;AG
395;NACL;12,74;S;T
395;P;147,9;D;AG
395;SE;0,39;D;AG
395;ZN;0,81;D;AG
395;FAFRE;0,456;S;R
395;FAPU;0,342;S;R
395;FAMCIS;0,0380;S;R
395;FASAT;0,0760;S;R
395;FATRN;0;S;R
395;FAPUN3;0,2280;S;R
395;FAPUN6;0,114;S;R
395;F18D2CN6;114,000;S;R
395;F18D3N3;228,000;S;R
395;F20D5N3;0;S;R
395;F22D6N3;0;S;R
395;TRP;91,2;S;R
395;CHOLE;0;S;U
395;STERT;47,92;S;S
396;ENERC;344,87;S;S
396;CHOAVL;13,089;S;R
396;FAT;0,848;S;R
396;PROT;3,15;S;T
396;ALC;0;S;IG
396;FIBC;2,902;S;R
396;OA;0,116;S;R
396;SUGOH;0;S;IG
396;STARCH;8,69;S;R
396;SUGAR;4,379;S;R
396;FRUS;0,848;S;R
396;GALS;0;S;R
396;GLUS;0,813;S;R
396;LACS;0;S;R
396;MALS;0,03;S;R
396;SUCS;2,686;S;R
396;PSACNCS;0,48;S;R
396;FIBINS;2,39;S;R
396;FOL;48,93;S;R
396;NIAEQ;2,395;S;R
396;NIA;1,787;S;R
396;VITPYRID;0,31;S;R
396;RIBF;0,068;S;R
396;THIA;0,1437;S;R
396;VITB12;0;S;IG
396;VITC;41,00;F;E
396;VITA;63,76;S;S
396;CAROTENS;2793,4;S;S
396;VITD;0;S;IG
396;VITE;0,749;S;S
396;VITK;11,306;S;R
396;CA;14,04;S;R
396;FE;1,023;S;R
396;ID;0,67;S;R
396;K;294,76;S;R
396;MG;30,298;S;R
396;NA;2,83;S;R
396;NACL;7,20;S;R
396;P;82,5;S;R
396;SE;0,389;S;R
396;ZN;0,475;S;R
396;FAFRE;0,661;S;R
396;FAPU;0,401;S;R
396;FAMCIS;0,1219;S;R
396;FASAT;0,1380;S;R
396;FATRN;0;S;R
396;FAPUN3;0,0505;S;R
396;FAPUN6;0,350;S;R
396;F18D2CN6;350,185;S;R
396;F18D3N3;50,487;S;R
396;F20D5N3;0;S;R
396;F22D6N3;0;S;R
396;TRP;36,4;S;R
396;CHOLE;0;S;R
396;STERT;26,60;S;R
398;ENERC;127,03;S;S
398;CHOAVL;5,300;L;P
398;FAT;0,200;L;P
398;PROT;0,56;S;S
398;ALC;0;S;IG
398;FIBC;1,9;F;E
398;OA;0,370;S;R
398;SUGOH;0;S;IG
398;STARCH;0,1;S;CG
398;SUGAR;5,2;S;CG
398;FRUS;2,000;S;R
398;GLUS;1,300;S;R
398;LACS;0;S;R
398;MALS;0;S;R
398;SUCS;0,050;S;R
398;PSACNCS;0,20;S;R
398;FIBINS;0,20;S;R
398;FOL;14,52;S;S
398;NIAEQ;0,850;S;R
398;NIA;0,700;S;R
398;VITPYRID;0,08;S;R
398;RIBF;0,040;S;R
398;THIA;0,0600;S;R
398;VITB12;0;S;IG
398;VITC;14,10;S;R
398;VITA;30,18;S;S
398;CAROTENS;9755,0;S;S
398;VITD;0;S;R
398;VITE;0,660;S;S
398;VITK;5,000;S;R
398;CA;8,64;S;R
398;FE;0,195;S;R
398;ID;1,00;S;R
398;K;237,11;S;R
398;MG;8,274;S;R
398;NA;39,00;L;P
398;NACL;99,37;S;S
398;P;25,9;S;R
398;SE;0,500;S;R
398;ZN;0,089;S;R
398;FAFRE;0,154;S;R
398;FAPU;0,091;S;R
398;FAMCIS;0,0270;S;R
398;FASAT;0,0363;S;R
398;FATRN;0;S;R
398;FAPUN3;0,0073;S;R
398;FAPUN6;0,083;S;R
398;F18D2CN6;83,138;S;R
398;F18D3N3;7,277;S;R
398;F20D5N3;0;S;R
398;F22D6N3;0;S;R
398;TRP;9,0;S;R
398;CHOLE;0,30;S;R
398;STERT;7,40;S;R
399;ENERC;1304,29;S;S
399;CHOAVL;45,700;S;S
399;FAT;1,13;S;CG
399;PROT;24,38;S;S
399;ALC;0;F;E
399;FIBC;8,900;F;E
399;SUGOH;0;S;IG
399;STARCH;44,50;F;E
399;SUGAR;1,200;S;S
399;FRUS;0,100;F;E
399;GLUS;0;F;E
399;LACS;0;F;E
399;MALS;0;S;U
399;SUCS;1,100;F;E
399;PSACNCS;2;F;E
399;FIBINS;6,90;S;S
399;FOL;110,00;F;E
399;NIAEQ;6,375;S;S
399;NIA;2,2;F;E
399;VITPYRID;0,56;F;E
399;RIBF;0,270;F;E
399;THIA;0,4100;F;E
399;VITB12;0;F;E
399;VITC;0;F;E
399;VITA;1,91;S;S
399;CAROTENS;23,0;S;S
399;VITD;0;F;E
399;VITE;0,490;S;S
399;VITK;22,000;D;AG
399;CA;71,00;F;E
399;FE;11,100;F;E
399;K;940,00;F;E
399;MG;110,000;F;E
399;NA;12,00;F;E
399;NACL;30,58;S;S
399;P;350,0;F;E
399;SE;11,000;F;E
399;ZN;3,900;F;E
399;FAFRE;0,9000;S;S
399;FAPU;0,5000;F;E
399;FAMCIS;0,2000;F;E
399;FASAT;0,2000;F;E
399;FATRN;0;S;U
399;TRP;250,0;F;E
399;CHOLE;0;S;K
399;STERT;205,20;S;K
401;ENERC;1149,38;S;S
401;CHOAVL;60,200;S;S
401;FAT;0,32;F;E
401;PROT;0,89;S;S
401;ALC;0;F;E
401;FIBC;8,7;F;E
401;OA;2,268;S;R
401;SUGOH;0;S;R
401;STARCH;0;F;E
401;SUGAR;60,200;S;S
401;FRUS;31,7;F;E
401;GALS;0;S;R
401;GLUS;8,6;F;E
401;LACS;0;S;U
401;MALS;0;S;U
401;SUCS;19,9;F;E
401;PSACNCS;4,7;F;E
401;FIBINS;5,59;S;S
401;FOL;0;F;E
401;NIAEQ;0,800;S;S
401;NIA;0,6;F;E
401;VITPYRID;0,18;S;S
401;RIBF;0,159;F;E
401;THIA;0;F;E
401;VITB12;0;F;E
401;VITC;3,90;F;E
401;VITA;1,00;S;S
401;CAROTENS;196,9;S;S
401;VITD;0;F;E
401;VITE;0,530;S;S
401;VITK;23,620;S;R
401;CA;38,00;F;E
401;FE;1,100;F;E
401;ID;0;F;E
401;K;750,00;F;E
401;MG;32,000;F;E
401;NA;6,10;F;E
401;NACL;15,54;S;S
401;P;54,0;F;E
401;SE;0,236;S;R
401;ZN;0,170;F;E
401;FAFRE;0,245;S;R
401;FAPU;0,160;S;R
401;FAMCIS;0,0168;S;R
401;FASAT;0,0690;S;R
401;FATRN;0;S;R
401;FAPUN3;0,0314;S;R
401;FAPUN6;0,128;S;R
401;F18D2CN6;127,214;S;R
401;F18D3N3;31,547;S;R
401;F20D5N3;0;S;R
401;F22D6N3;0;S;R
401;TRP;12;F;E
401;CHOLE;0;S;U
401;STERT;86,45;S;R
408;ENERC;306,87;S;S
408;CHOAVL;16,000;S;S
408;FAT;0,100;F;E
408;PROT;1,02;S;S
408;ALC;0;F;E
408;FIBC;1,300;S;CG
408;OA;0,264;S;R
408;SUGOH;0;S;R
408;STARCH;0;S;U
408;SUGAR;16,000;S;S
408;FRUS;0,700;S;I
408;GALS;0;S;R
408;GLUS;1,300;S;I
408;LACS;0;S;U
408;MALS;0;S;U
408;SUCS;14,00;F;E
408;PSACNCS;0,60;S;I
408;FIBINS;0,70;S;S
408;FOL;2,00;F;E
408;NIAEQ;0,360;S;S
408;NIA;0,300;S;R
408;VITPYRID;0,06;S;S
408;RIBF;0,020;F;E
408;THIA;0,0200;F;E
408;VITB12;0;S;IG
408;VITC;4,00;F;E
408;VITA;51,96;S;S
408;CAROTENS;698,8;S;S
408;VITD;0;F;E
408;VITE;0,576;S;S
408;VITK;3,000;S;CG
408;CA;31,00;F;E
408;FE;0,430;F;E
408;ID;1,00;F;E
408;K;160,00;F;E
408;MG;8,800;F;E
408;NA;7,20;F;E
408;NACL;18,35;S;S
408;P;11,0;F;E
408;SE;0,200;F;E
408;ZN;0,330;F;E
408;FAFRE;0,0497;S;S
408;FAPU;0,0317;S;S
408;FAMCIS;0,0014;S;S
408;FASAT;0,0166;S;S
408;FATRN;0;S;S
408;FAPUN3;0,0071;S;S
408;FAPUN6;0,0246;S;S
408;F18D2CN6;24,622;D;AG
408;F18D3N3;7,078;D;AG
408;F20D5N3;0;D;AG
408;F22D6N3;0;D;AG
408;TRP;3,6;S;R
408;CHOLE;0;S;R
408;STERT;9,50;S;CG
409;ENERC;923,32;S;S
409;CHOAVL;43,400;S;S
409;FAT;0,51;F;E
409;PROT;5,19;S;S
409;ALC;0;F;E
409;FIBC;7,3;F;E
409;OA;1,540;S;R
409;SUGOH;0;S;R
409;STARCH;0;S;U
409;SUGAR;43,400;S;S
409;FRUS;10;F;E
409;GALS;0;F;E
409;GLUS;20,8;F;E
409;LACS;0;S;U
409;MALS;0;S;U
409;SUCS;12,6;F;E
409;PSACNCS;4,6;F;E
409;FIBINS;3,80;S;S
409;FOL;14,00;F;E
409;NIAEQ;3,034;S;S
409;NIA;2,8;F;E
409;VITPYRID;0,17;S;S
409;RIBF;0,100;F;E
409;THIA;0,0100;F;E
409;VITB12;0;F;E
409;VITC;1,00;F;E
409;VITA;234,150;S;R
409;CAROTENS;3629,5;S;R
409;VITD;0;F;E
409;VITE;6,240;S;S
409;VITK;11,550;S;R
409;CA;98,30;F;E
409;FE;1,363;F;E
409;ID;0;F;E
409;K;507,20;F;E
409;MG;27,900;F;E
409;NA;16,70;F;E
409;NACL;42,55;S;S
409;P;34,9;F;E
409;SE;0,500;F;E
409;ZN;1,046;F;E
409;FAFRE;0,401;S;R
409;FAPU;0,208;S;R
409;FAMCIS;0,1011;S;R
409;FASAT;0,0921;S;R
409;FATRN;0;S;R
409;FAPUN3;0,0973;S;R
409;FAPUN6;0,110;S;R
409;F18D2CN6;110,253;S;R
409;F18D3N3;97,343;S;R
409;F20D5N3;0;S;R
409;F22D6N3;0;S;R
409;TRP;14,0;F;E
409;CHOLE;0;S;R
409;STERT;55,70;S;CG
411;ENERC;277,52;S;S
411;CHOAVL;15,200;S;S
411;FAT;0,100;F;E
411;PROT;0,31;S;T
411;ALC;0;F;E
411;FIBC;0,800;S;CG
411;OA;0,285;S;R
411;SUGOH;0;S;R
411;STARCH;0;D;AG
411;SUGAR;15,200;S;S
411;FRUS;3,200;D;AG
411;GALS;0;S;R
411;GLUS;4,200;D;AG
411;LACS;0;S;U
411;MALS;0;S;U
411;SUCS;7,800;D;AG
411;PSACNCS;0,30;D;AG
411;FIBINS;0,50;S;S
411;FOL;7,00;F;E
411;NIAEQ;0,633;S;S
411;NIA;0,6;F;E
411;VITPYRID;0,02;S;S
411;RIBF;0,020;F;E
411;THIA;0,0100;F;E
411;VITB12;0;F;E
411;VITC;3,00;F;E
411;VITA;11,72;S;S
411;CAROTENS;210,0;S;S
411;VITD;0;F;E
411;VITE;1,950;S;S
411;VITK;0,750;S;R
411;CA;2,00;F;E
411;FE;0,300;F;E
411;ID;1,00;F;E
411;K;100,00;F;E
411;MG;6,000;F;E
411;NA;1,50;F;E
411;NACL;3,82;S;S
411;P;10,0;F;E
411;SE;0,450;S;R
411;ZN;0,300;F;E
411;FAFRE;0,0716;S;S
411;FAPU;0,0473;S;S
411;FAMCIS;0,0026;S;S
411;FASAT;0,0217;S;S
411;FATRN;0;S;S
411;FAPUN3;0,0197;S;S
411;FAPUN6;0,0275;S;S
411;F18D2CN6;27,513;D;AG
411;F18D3N3;19,738;D;AG
411;F20D5N3;0;D;AG
411;F22D6N3;0;D;AG
411;TRP;2;F;E
411;CHOLE;0;S;R
411;STERT;7,50;S;R
412;ENERC;1173,01;S;S
412;CHOAVL;52,900;S;S
412;FAT;1,03;F;E
412;PROT;5,85;S;T
412;ALC;0;F;E
412;FIBC;11,600;S;CG
412;OA;3,334;S;R
412;SUGOH;0;S;R
412;STARCH;0;F;E
412;SUGAR;52,900;S;S
412;FRUS;7,9;F;E
412;GLUS;7,9;F;E
412;LACS;0;S;U
412;MALS;0;S;U
412;SUCS;37,1;F;E
412;PSACNCS;4,50;S;I
412;FIBINS;7,10;S;S
412;FOL;14,00;F;E
412;NIAEQ;1,684;S;S
412;NIA;1,3;F;E
412;VITPYRID;0,17;S;S
412;RIBF;0,212;F;E
412;THIA;0,0020;F;E
412;VITB12;0;F;E
412;VITC;4,80;F;E
412;VITA;54,24;S;S
412;CAROTENS;885,7;S;S
412;VITD;0;F;E
412;VITE;5,616;S;S
412;VITK;8,775;S;R
412;CA;62,00;F;E
412;FE;3,500;F;E
412;ID;0;F;E
412;K;1229,00;F;E
412;MG;50,000;F;E
412;NA;13,70;F;E
412;NACL;34,91;S;S
412;P;151,0;F;E
412;SE;0,500;F;E
412;ZN;0,100;F;E
412;FAFRE;1,006;S;R
412;FAPU;0,503;S;R
412;FAMCIS;0,3920;S;R
412;FASAT;0,1111;S;R
412;FATRN;0;S;R
412;FAPUN3;0,0117;S;R
412;FAPUN6;0,491;S;R
412;F18D2CN6;491,400;S;R
412;F18D3N3;11,700;S;R
412;F20D5N3;0;S;R
412;F22D6N3;0;S;R
412;TRP;23;F;E
412;CHOLE;0;S;U
412;STERT;87,70;S;CG
417;ENERC;307,90;S;S
417;CHOAVL;16,600;S;S
417;FAT;0,100;F;E
417;PROT;0,50;S;S
417;ALC;0;F;E
417;FIBC;1,200;S;CG
417;OA;0,300;S;R
417;SUGOH;0;S;U
417;STARCH;0;S;U
417;SUGAR;16,600;S;S
417;FRUS;4,8;F;E
417;GALS;0;S;R
417;GLUS;6;F;E
417;LACS;0;S;U
417;MALS;0;S;U
417;SUCS;5,8;F;E
417;PSACNCS;0,20;S;I
417;FIBINS;1,00;S;S
417;FOL;1,00;F;E
417;NIAEQ;0,367;S;S
417;NIA;0,284;F;E
417;VITPYRID;0,08;S;S
417;RIBF;0,020;F;E
417;THIA;0,0700;F;E
417;VITB12;0;F;E
417;VITC;9,00;F;E
417;VITA;1,58;S;S
417;CAROTENS;21,5;S;S
417;VITD;0;F;E
417;VITE;0,040;S;S
417;VITK;0,100;S;R
417;CA;20,00;F;E
417;FE;0,300;F;E
417;ID;1,00;F;E
417;K;120,00;F;E
417;MG;17,000;F;E
417;NA;2,10;F;E
