FOODID;EUFDNAME;BESTLOC;ACQTYPE;METHTYPE
1;ENERC;1698,30;S;S
1;CHOAVL;99,900;S;S
1;FAT;0;F;E
1;PROT;0;L;P
1;ALC;0;F;U
1;FIBC;0;S;U
1;OA;0;S;IG
1;SUGOH;0;S;U
1;STARCH;0;S;U
1;SUGAR;99,900;S;S
1;FRUS;0;S;IG
1;GALS;0;S;U
1;GLUS;0;S;IG
1;LACS;0;S;U
1;MALS;0;S;IG
1;SUCS;99,900;S;CG
1;PSACNCS;0;S;U
1;FIBINS;0;S;S
1;FOL;0;F;E
1;NIAEQ;0;F;E
1;NIA;0;S;I
1;VITPYRID;0;S;S
1;RIBF;0;F;E
1;THIA;0;F;E
1;VITB12;0;F;E
1;VITC;0;F;E
1;VITA;0;S;S
1;CAROTENS;0;S;S
1;VITD;0;F;E
1;VITE;0;S;S
1;VITK;0;S;IG
1;CA;0,40;F;E
1;FE;0,060;F;E
1;ID;5,00;F;E
1;K;2,00;F;E
1;MG;0,100;F;E
1;NA;0,10;F;E
1;NACL;0,25;S;T
1;P;0,1;F;E
1;SE;0,500;D;AG
1;ZN;0,010;F;E
1;FAFRE;0;S;S
1;FAPU;0;S;S
1;FAMCIS;0;S;S
1;FASAT;0;S;S
1;FATRN;0;S;S
1;FAPUN3;0;S;S
1;FAPUN6;0;S;S
1;F18D2CN6;0;S;U
1;F18D3N3;0;S;U
1;F20D5N3;0;S;U
1;F22D6N3;0;S;U
1;TRP;0;S;IG
1;CHOLE;0;S;IG
1;STERT;0;S;S
2;ENERC;1696,60;S;S
2;CHOAVL;99,800;S;S
2;FAT;0;F;E
2;PROT;0;S;S
2;ALC;0;F;E
2;FIBC;0;S;U
2;OA;0;S;IG
2;STARCH;0;S;U
2;SUGAR;99,800;S;S
2;FRUS;99,800;E;E
2;GLUS;0;S;U
2;LACS;0;S;U
2;MALS;0;S;U
2;SUCS;0;S;U
2;PSACNCS;0;S;U
2;FIBINS;0;S;S
2;FOL;0;F;E
2;NIAEQ;0;F;E
2;NIA;0;S;I
2;VITPYRID;0;S;S
2;RIBF;0;F;E
2;THIA;0;F;E
2;VITB12;0;F;E
2;VITC;0;F;E
2;VITA;0;S;S
2;CAROTENS;0;S;S
2;VITD;0;F;E
2;VITE;0;S;S
2;VITK;0;S;K
2;CA;0,10;F;E
2;FE;0,070;F;E
2;ID;5,00;F;E
2;K;0,30;F;E
2;MG;0;F;E
2;NA;0,10;F;E
2;NACL;0,25;S;S
2;P;0,1;F;E
2;SE;0,500;D;AG
2;ZN;0,010;F;E
2;FAFRE;0;S;S
2;FAPU;0;S;S
2;FAMCIS;0;S;S
2;FASAT;0;S;S
2;FATRN;0;S;S
2;FAPUN3;0;S;S
2;FAPUN6;0;S;S
2;F18D2CN6;0;S;U
2;F18D3N3;0;S;U
2;F20D5N3;0;S;U
2;F22D6N3;0;S;U
2;TRP;0;S;IG
2;CHOLE;0;S;IG
2;STERT;0,50;S;S
3;ENERC;1261,40;S;S
3;CHOAVL;74,100;S;S
3;FAT;0;F;E
3;PROT;0,10;I;E
3;ALC;0;F;E
3;FIBC;0;S;U
3;OA;0;S;IG
3;SUGOH;0;L;P
3;STARCH;0;S;U
3;SUGAR;74,100;S;S
3;FRUS;21,700;I;E
3;GLUS;24,200;I;E
3;LACS;0;S;U
3;MALS;0;S;U
3;SUCS;28,200;I;E
3;PSACNCS;0;S;U
3;FIBINS;0;S;S
3;FOL;0;F;E
3;NIAEQ;0;S;S
3;NIA;0;S;I
3;VITPYRID;0;S;S
3;RIBF;0,010;F;E
3;THIA;0;F;E
3;VITB12;0;F;E
3;VITC;0;F;E
3;VITA;0;S;S
3;CAROTENS;0;S;S
3;VITD;0;F;E
3;VITE;0;S;S
3;VITK;0;S;IG
3;CA;74,00;F;E
3;FE;2,500;F;E
3;ID;5,00;F;E
3;K;220,00;F;E
3;MG;34,000;F;E
3;NA;50,00;I;E
3;NACL;127,40;S;S
3;P;2,0;F;E
3;SE;1,000;D;AG
3;ZN;0,130;F;E
3;FAFRE;0;S;S
3;FAPU;0;S;S
3;FAMCIS;0;S;S
3;FASAT;0;S;S
3;FATRN;0;S;S
3;FAPUN3;0;S;S
3;FAPUN6;0;S;S
3;F18D2CN6;0;S;U
3;F18D3N3;0;S;U
3;F20D5N3;0;S;U
3;F22D6N3;0;S;U
3;TRP;0;S;IG
3;CHOLE;0;S;IG
3;STERT;0;S;S
4;ENERC;1382,10;S;S
4;CHOAVL;80,800;S;S
4;FAT;0;F;E
4;PROT;0,50;S;S
4;ALC;0;F;E
4;FIBC;0;S;U
4;OA;0;S;IG
4;STARCH;0;S;U
4;SUGAR;80,800;S;S
4;FRUS;41,400;E;E
4;GLUS;37,900;E;E
4;LACS;0;S;U
4;MALS;0;S;U
4;SUCS;1,500;E;E
4;PSACNCS;0;S;U
4;FIBINS;0;S;S
4;FOL;0;F;E
4;NIAEQ;0,200;S;S
4;NIA;0,2;F;E
4;VITPYRID;0;S;S
4;RIBF;0,040;F;E
4;THIA;0,0100;F;E
4;VITB12;0;F;E
4;VITC;4,00;F;E
4;VITA;0;S;S
4;CAROTENS;0;S;S
4;VITD;0;F;E
4;VITE;0;S;S
4;VITK;0,020;F;E
4;CA;5,00;F;E
4;FE;0,500;F;E
4;ID;5,00;F;E
4;K;60,00;F;E
4;MG;3,000;F;E
4;NA;2,20;F;E
4;NACL;5,61;S;S
4;P;7,0;F;E
4;SE;0,500;D;AG
4;ZN;0,100;F;E
4;FAFRE;0;S;S
4;FAPU;0;S;S
4;FAMCIS;0;S;S
4;FASAT;0;S;S
4;FATRN;0;S;S
4;FAPUN3;0;S;S
4;FAPUN6;0;S;S
4;F18D2CN6;0;S;U
4;F18D3N3;0;S;U
4;F20D5N3;0;S;U
4;F22D6N3;0;S;U
4;TRP;0;S;IG
4;CHOLE;0;S;IG
4;STERT;0,50;S;S
5;ENERC;1487,50;S;S
5;CHOAVL;87,000;S;S
5;FAT;0;F;E
5;PROT;0,5;S;I
5;ALC;0;F;E
5;FIBC;0;S;U
5;SUGOH;0;S;CG
5;STARCH;33,50;S;IG
5;SUGAR;53,500;S;S
5;FRUS;0;S;U
5;GLUS;9,300;S;IG
5;LACS;0;S;U
5;MALS;6,80;S;IG
5;SUCS;37,4;S;CG
5;PSACNCS;0;S;U
5;FIBINS;0;S;S
5;FOL;0;F;E
5;NIAEQ;0;F;E
5;NIA;0;S;I
5;VITPYRID;0;S;S
5;RIBF;0;F;E
5;THIA;0;F;E
5;VITB12;0;F;E
5;VITC;0;F;E
5;VITA;0;S;S
5;CAROTENS;0;S;S
5;VITD;0;F;E
5;VITE;0;S;S
5;VITK;0;S;IG
5;CA;7,00;F;E
5;FE;1,450;F;E
5;ID;12,00;F;E
5;K;100,00;F;E
5;MG;28,000;F;E
5;NA;100,00;F;E
5;NACL;254,80;S;S
5;P;4,0;F;E
5;SE;1,000;D;A
5;ZN;0,290;F;E
5;FAFRE;0;S;S
5;FAPU;0;S;S
5;FAMCIS;0;S;S
5;FASAT;0;S;S
5;FATRN;0;S;S
5;FAPUN3;0;S;S
5;FAPUN6;0;S;S
5;F18D2CN6;0;S;U
5;F18D3N3;0;S;U
5;F20D5N3;0;S;U
5;F22D6N3;0;S;U
5;TRP;0;S;IG
5;CHOLE;0;S;U
5;STERT;1,70;S;S
6;ENERC;2180,61;S;S
6;CHOAVL;53,900;S;S
6;FAT;28,900;S;CG
6;PROT;10,13;S;S
6;ALC;0;F;E
6;FIBC;2,200;S;CG
6;OA;0,400;S;R
6;SUGOH;0;S;R
6;STARCH;3,00;S;IG
6;SUGAR;50,900;S;S
6;FRUS;1,600;S;IG
6;GALS;0;S;R
6;GLUS;1,700;S;IG
6;LACS;5,300;S;IG
6;MALS;0;S;U
6;SUCS;42,300;S;IG
6;PSACNCS;0,20;S;IG
6;FIBINS;2,00;S;S
6;FOL;7,00;F;E
6;NIAEQ;2,571;S;S
6;NIA;0,400;S;R
6;VITPYRID;0,08;S;S
6;RIBF;0,090;F;E
6;THIA;0,0700;F;E
6;VITB12;0;F;E
6;VITC;0;F;E
6;VITA;104,00;S;S
6;CAROTENS;49,8;S;S
6;VITD;0;F;E
6;VITE;0,480;S;S
6;VITK;1,100;S;R
6;CA;277,00;F;E
6;FE;1,500;F;E
6;ID;35,00;F;E
6;K;460,00;F;E
6;MG;67,000;F;E
6;NA;120,00;F;E
6;NACL;305,76;S;S
6;P;280,0;F;E
6;SE;2,000;D;A
6;ZN;1,800;F;E
6;FAFRE;26,998;S;R
6;FAPU;0,910;S;R
6;FAMCIS;9,0085;S;R
6;FASAT;17,0345;S;R
6;FATRN;0,0449;S;R
6;FAPUN3;0,0679;S;R
6;FAPUN6;0,842;S;R
6;F18D2CN6;842,146;S;R
6;F18D3N3;67,886;S;R
6;F20D5N3;0;S;R
6;F22D6N3;0;S;R
6;TRP;130,0;S;R
6;CHOLE;6,10;S;CG
6;STERT;83,70;S;CG
7;ENERC;1771,12;S;S
7;CHOAVL;69,600;S;S
7;FAT;13,400;L;P
7;PROT;5,22;S;S
7;ALC;0;F;E
7;FIBC;0;S;U
7;OA;0,260;S;R
7;SUGOH;0;S;R
7;STARCH;5,00;S;IG
7;SUGAR;64,600;S;S
7;FRUS;3,400;F;E
7;GALS;0;S;R
7;GLUS;6,700;F;E
7;LACS;1,000;S;IG
7;MALS;1,50;E;E
7;SUCS;52,000;F;E
7;PSACNCS;0;S;U
7;FIBINS;0;S;S
7;FOL;7,00;F;E
7;NIAEQ;1,310;S;R
7;NIA;0,218;S;R
7;VITPYRID;0,08;S;S
7;RIBF;0,260;F;E
7;THIA;0,0500;F;E
7;VITB12;0;F;E
7;VITC;0;F;E
7;VITA;52,11;S;S
7;CAROTENS;31,2;S;S
7;VITD;0;F;E
7;VITE;0,288;S;S
7;VITK;1,003;S;R
7;CA;127,00;F;E
7;FE;1,900;F;E
7;ID;25,00;F;E
7;K;240,00;F;E
7;MG;50,000;F;E
7;NA;48,00;F;E
7;NACL;122,30;S;S
7;P;140,0;F;E
7;SE;1,162;S;R
7;ZN;1,100;F;E
7;FAFRE;13,507;S;R
7;FAPU;0,461;S;R
7;FAMCIS;4,5052;S;R
7;FASAT;8,5184;S;R
7;FATRN;0,0225;S;R
7;FAPUN3;0,0368;S;R
7;FAPUN6;0,424;S;R
7;F18D2CN6;423,958;S;R
7;F18D3N3;36,777;S;R
7;F20D5N3;0;S;R
7;F22D6N3;0;S;R
7;TRP;65,4;S;R
7;CHOLE;3,05;S;R
7;STERT;15,31;S;S
8;ENERC;1096,14;S;S
8;CHOAVL;58,575;S;S
8;FAT;0,4;S;CG
8;PROT;4,38;S;T
8;ALC;0;F;E
8;FIBC;1,400;S;CG
8;OA;0;S;R
8;SUGOH;0;S;R
8;STARCH;15,00;S;IG
8;SUGAR;43,575;S;S
8;FRUS;9,775;S;R
8;GALS;0;S;R
8;GLUS;10,900;S;R
8;LACS;0;S;U
8;MALS;0,18;S;R
8;SUCS;22,720;S;R
8;PSACNCS;0,80;S;IG
8;FIBINS;0,60;S;S
8;FOL;0;F;E
8;NIAEQ;0,614;S;S
8;NIA;0,180;S;R
8;VITPYRID;0;S;S
8;RIBF;0;F;E
8;THIA;0;F;E
8;VITB12;0;F;E
8;VITC;0;F;E
8;VITA;0;S;S
8;CAROTENS;0;S;S
8;VITD;0;F;E
8;VITE;0;S;S
8;VITK;0,200;S;R
8;CA;73,00;F;E
8;FE;1,311;S;R
8;ID;9,00;F;E
8;K;150,00;F;E
8;MG;45,000;F;E
8;NA;600,00;L;P
8;NACL;1528,80;S;S
8;P;30,0;F;E
8;SE;1,000;D;AG
8;ZN;0,300;F;E
8;FAFRE;0;S;S
8;FAPU;0;S;S
8;FAMCIS;0;S;S
8;FASAT;0;S;S
8;FATRN;0;S;S
8;FAPUN3;0;S;S
8;FAPUN6;0;S;S
8;F18D2CN6;0;S;U
8;F18D3N3;0;S;U
8;F20D5N3;0;S;U
8;F22D6N3;0;S;U
8;TRP;26,0;S;R
8;CHOLE;0;S;R
8;STERT;8,36;S;S
9;ENERC;1299,69;S;S
9;CHOAVL;75,000;S;S
9;FAT;0,1;L;P
9;PROT;0,10;S;S
9;ALC;0;F;E
9;FIBC;1,8;L;CG
9;OA;0,376;S;R
9;SUGOH;0;S;R
9;STARCH;15;L;P
9;SUGAR;60,000;S;S
9;FRUS;0;S;U
9;GALS;0;S;R
9;GLUS;9,300;E;E
9;LACS;0;S;U
9;MALS;6,80;E;E
9;SUCS;43,9;S;I
9;PSACNCS;0;S;U
9;FIBINS;0;S;S
9;FOL;0;F;E
9;NIAEQ;0,151;S;S
9;NIA;0,111;S;R
9;VITPYRID;0;S;S
9;RIBF;0,010;F;E
9;THIA;0;F;E
9;VITB12;0;F;E
9;VITC;1,00;F;E
9;VITA;0,82;S;S
9;CAROTENS;14,5;S;S
9;VITD;0;F;E
9;VITE;0,297;S;S
9;VITK;2,833;S;R
9;CA;9,00;F;E
9;FE;0,300;F;E
9;ID;4,00;F;E
9;K;20,00;F;E
9;MG;2,000;F;E
9;NA;72,00;F;E
9;NACL;183,46;S;S
9;P;7,0;F;E
9;SE;0,399;S;R
9;ZN;0,100;F;E
9;FAFRE;0;S;IG
9;FAPU;0;F;E
9;FAMCIS;0;F;E
9;FASAT;0;F;E
9;FATRN;0;S;R
9;FAPUN3;0;S;S
9;FAPUN6;0;S;S
9;F18D2CN6;0;S;IG
9;F18D3N3;0;S;IG
9;F20D5N3;0;S;U
9;F22D6N3;0;S;U
9;TRP;2,4;S;R
9;CHOLE;0;S;U
9;STERT;1,70;S;S
10;ENERC;2038,03;S;S
10;CHOAVL;47,600;S;S
10;FAT;26,9;S;CG
10;PROT;12,89;S;S
10;ALC;0;F;E
10;FIBC;1,800;S;CG
10;OA;0;S;R
10;SUGOH;0;S;R
10;STARCH;5,40;S;IG
10;SUGAR;42,200;S;S
10;FRUS;0,100;S;IG
10;GALS;0;S;R
10;GLUS;1,200;S;IG
10;LACS;0;S;U
10;MALS;0,90;S;IG
10;SUCS;40,000;S;IG
10;PSACNCS;0,10;S;IG
10;FIBINS;1,70;S;S
10;FOL;60,00;F;E
10;NIAEQ;3,584;S;S
10;NIA;2,096;S;R
10;VITPYRID;0,03;S;R
10;RIBF;0,360;F;E
10;THIA;0,1100;F;E
10;VITB12;0;F;E
10;VITC;0;F;E
10;VITA;0,13;S;S
10;CAROTENS;2,1;S;S
10;VITD;0;F;E
10;VITE;13,855;S;S
10;VITK;0,157;S;R
10;CA;140;S;IG
10;FE;2,5;S;IG
10;ID;0;F;E
10;K;300;S;IG
10;MG;140;S;IG
10;NA;50,00;F;E
10;NACL;127,40;S;S
10;P;250;S;IG
10;SE;2,322;S;R
10;ZN;1,7;S;IG
10;FAFRE;25,669;S;R
10;FAPU;6,394;S;R
10;FAMCIS;17,1393;S;R
10;FASAT;2,1355;S;R
10;FATRN;0;S;R
10;FAPUN3;0,1415;S;R
10;FAPUN6;6,252;S;R
10;F18D2CN6;6252,185;S;R
10;F18D3N3;141,480;S;R
10;F20D5N3;0;S;R
10;F22D6N3;0;S;R
10;TRP;89,1;S;R
10;CHOLE;0;S;R
10;STERT;9,96;S;S
11;ENERC;1750,67;S;S
11;CHOAVL;74,300;S;S
11;FAT;12,3;L;P
11;PROT;1,91;S;S
11;ALC;0;F;E
11;FIBC;0;S;U
11;OA;0;S;R
11;SUGOH;0;S;R
11;STARCH;0;S;IG
11;SUGAR;74,300;S;S
11;FRUS;0;S;U
11;GALS;0;S;R
11;GLUS;33,000;E;E
11;LACS;0,300;E;E
11;MALS;0;S;U
11;SUCS;41;L;CG
11;PSACNCS;0;S;U
11;FIBINS;0;S;S
11;FOL;0;F;E
11;NIAEQ;0,003;S;S
11;NIA;0;S;R
11;VITPYRID;0;S;S
11;RIBF;0,100;F;E
11;THIA;0;F;E
11;VITB12;0;F;E
11;VITC;0;F;E
11;VITA;21,23;S;S
11;CAROTENS;13,7;S;S
11;VITD;0;F;E
11;VITE;0,209;S;S
11;VITK;1,452;S;R
11;CA;64,00;F;E
11;FE;0,800;F;E
11;ID;12,00;F;E
11;K;100,00;F;E
11;MG;16,000;F;E
11;NA;170,00;F;E
11;NACL;433,16;S;S
11;P;60,0;F;E
11;SE;0,465;S;R
11;ZN;0,300;F;E
11;FAFRE;11,168;S;R
11;FAPU;0,268;S;R
11;FAMCIS;0,9894;S;R
11;FASAT;9,8019;S;R
11;FATRN;0,1089;S;R
11;FAPUN3;0,0302;S;R
11;FAPUN6;0,210;S;R
11;F18D2CN6;202,666;S;R
11;F18D3N3;30,162;S;R
11;F20D5N3;0;S;R
11;F22D6N3;0;S;R
11;TRP;0,2;S;R
11;CHOLE;5,41;S;R
11;STERT;4,92;S;S
12;ENERC;1240,10;S;S
12;CHOAVL;63,000;S;S
12;FAT;0,2;L;P
12;PROT;0,1;L;P
12;ALC;0;S;IG
12;FIBC;20;L;P
12;OA;0;S;U
12;SUGOH;0;S;U
12;STARCH;30;L;P
12;SUGAR;33,000;S;S
12;FRUS;0;S;IG
12;GLUS;0;S;IG
12;LACS;0;S;IG
12;MALS;0;S;IG
12;SUCS;33;L;P
12;FOL;0;F;E
12;NIAEQ;0;F;E
12;NIA;0;S;I
12;VITPYRID;0;S;S
12;RIBF;0;F;E
12;THIA;0;F;E
12;VITB12;0;F;E
12;VITC;0;S;U
12;VITA;0;S;S
12;CAROTENS;0;S;S
12;VITD;0;S;U
12;VITE;0;S;S
12;VITK;0;S;K
12;CA;31,00;F;E
12;FE;1,800;F;E
12;ID;12,00;S;IG
12;K;50,00;F;E
12;MG;25,000;F;E
12;NA;160,00;L;P
12;NACL;407,68;S;S
12;P;26,0;F;E
12;SE;1,000;S;IG
12;ZN;0,100;F;E
12;FAFRE;0,1000;S;S
12;FAPU;0;S;S
12;FAMCIS;0;S;S
12;FASAT;0,1;L;P
12;FATRN;0;S;S
12;FAPUN3;0;S;S
12;FAPUN6;0;S;S
12;F18D2CN6;0;S;U
12;F18D3N3;0;S;U
12;F20D5N3;0;S;U
12;F22D6N3;0;S;U
12;CHOLE;0;S;U
12;STERT;1,00;S;S
14;ENERC;2135,87;S;S
14;CHOAVL;56,000;L;P
14;FAT;28,000;L;P
14;PROT;7,10;S;T
14;ALC;0;S;IG
14;FIBC;3,105;S;R
14;OA;0,180;S;R
14;SUGOH;0;S;R
14;STARCH;1,29;S;R
14;SUGAR;55,170;S;R
14;FRUS;0;S;R
14;GALS;0;S;R
14;GLUS;0;S;R
14;LACS;4,680;S;R
14;MALS;0;S;R
14;SUCS;50,490;S;R
14;PSACNCS;1,07;S;R
14;FIBINS;3,21;S;R
14;FOL;6,30;S;R
14;NIAEQ;1,821;S;R
14;NIA;0,414;S;R
14;VITPYRID;0,07;S;R
14;RIBF;0,244;S;R
14;THIA;0,0327;S;R
14;VITB12;0;S;R
14;VITC;0;S;R
14;VITA;54,03;S;S
14;CAROTENS;33,6;S;S
14;VITD;0;S;R
14;VITE;0,285;S;S
14;VITK;1,530;S;R
14;CA;202,54;S;R
14;FE;2,481;S;R
14;ID;19,50;S;R
14;K;360,20;S;R
14;MG;85,510;S;R
14;NA;49,51;S;R
14;NACL;126,15;S;R
14;P;225,0;S;R
14;SE;5,000;F;E
14;ZN;1,503;S;R
14;FAFRE;23,638;S;R
14;FAPU;0,875;S;R
14;FAMCIS;7,8538;S;R
14;FASAT;14,8896;S;R
14;FATRN;0,0202;S;R
14;FAPUN3;0,0622;S;R
14;FAPUN6;0,813;S;R
14;F18D2CN6;812,704;S;R
14;F18D3N3;62,219;S;R
14;F20D5N3;0;S;R
14;F22D6N3;0;S;R
14;TRP;84,2;S;R
14;CHOLE;2,74;S;R
14;STERT;91,12;S;R
20;ENERC;1547,60;S;S
20;CHOAVL;11,000;S;S
20;FAT;21,7;F;E
20;PROT;18,5;F;E
20;ALC;0;F;E
20;FIBC;30,4;F;E
20;OA;0;S;R
20;SUGOH;0;F;E
20;STARCH;11;F;E
20;SUGAR;0;S;S
20;FRUS;0;S;U
20;GALS;0;S;U
20;GLUS;0;S;U
20;LACS;0;S;U
20;MALS;0;S;U
20;SUCS;0;F;E
20;PSACNCS;7,6;S;CG
20;FIBINS;22,80;S;S
20;FOL;38,00;F;E
20;NIAEQ;5,674;S;S
20;NIA;2;F;E
20;VITPYRID;0,08;S;S
20;RIBF;0,200;F;E
20;THIA;0,0100;F;E
20;VITB12;0;F;E
20;VITC;0;F;E
20;VITA;0;S;S
20;CAROTENS;38,0;S;S
20;VITD;0;F;E
20;VITE;0,150;S;S
20;VITK;4,600;S;CG
20;CA;105,00;F;E
20;FE;11,000;F;E
20;ID;2,8;F;E
20;K;3490;F;E
20;MG;520,000;F;E
20;NA;58;D;AG
20;NACL;147,78;S;T
20;P;660,0;F;E
20;SE;1;F;E
20;ZN;6,9;F;E
20;FAFRE;16,113;S;S
20;FAPU;0,5692;S;S
20;FAMCIS;5,4902;S;S
20;FASAT;10,0540;S;S
20;FATRN;0;S;U
20;FAPUN3;0,0342;S;S
20;FAPUN6;0,5350;S;S
20;F18D2CN6;535,014;D;AG
20;F18D3N3;34,192;D;AG
20;F20D5N3;0;D;AG
20;F22D6N3;0;D;AG
20;TRP;220;F;E
20;CHOLE;0;D;AG
20;STERT;103,30;D;AG
21;ENERC;1672,14;S;S
21;CHOAVL;77,400;S;S
21;FAT;6,500;S;CG
21;PROT;6,44;S;T
21;ALC;0;F;E
21;FIBC;0,800;S;CG
21;OA;0;S;R
21;SUGOH;0;S;R
21;STARCH;3,6;F;E
21;SUGAR;73,800;S;S
21;FRUS;0;F;E
21;GALS;0;F;E
21;GLUS;0;F;E
21;LACS;0;S;U
21;MALS;0;F;E
21;SUCS;73,8;F;E
21;PSACNCS;0,20;S;CG
21;FIBINS;0,60;S;S
21;FOL;4,00;F;E
21;NIAEQ;1,702;S;S
21;NIA;0,600;S;R
21;VITPYRID;0,02;S;S
21;RIBF;0,070;F;E
21;THIA;0;F;E
21;VITB12;0;F;E
21;VITC;0;F;E
21;VITA;0;S;S
21;CAROTENS;0;S;S
21;VITD;0;F;E
21;VITE;0,045;S;S
21;VITK;0;S;IG
21;CA;32,00;F;E
21;FE;4,400;F;E
21;ID;2,50;F;E
21;K;540,00;F;E
21;MG;110,000;F;E
21;NA;100,00;F;E
21;NACL;254,80;S;S
21;P;170,0;F;E
21;SE;0,650;S;R
21;ZN;1,900;F;E
21;FAFRE;4,834;S;R
21;FAPU;0,171;S;R
21;FAMCIS;1,6471;S;R
21;FASAT;3,0162;S;R
21;FATRN;0;S;R
21;FAPUN3;0,0103;S;R
21;FAPUN6;0,161;S;R
21;F18D2CN6;160,504;S;R
21;F18D3N3;10,258;S;R
21;F20D5N3;0;S;R
21;F22D6N3;0;S;R
21;TRP;66,0;S;R
21;CHOLE;0;S;R
21;STERT;30,99;S;R
24;ENERC;1000,00;S;S
24;CHOAVL;0;S;S
24;FAT;0;F;E
24;PROT;0;S;S
24;ALC;0;F;E
24;FIBC;0;S;IG
24;SUGOH;100,00;S;S
24;STARCH;0;F;E
24;SUGAR;0;S;U
24;FRUS;0;S;U
24;GLUS;0;S;U
24;LACS;0;S;IG
24;MALS;0;S;U
24;SUCS;0;S;IG
24;PSACNCS;0;S;U
24;FIBINS;0;S;U
24;FOL;0;F;E
24;NIAEQ;0;F;E
24;NIA;0;S;I
24;VITPYRID;0;S;S
24;RIBF;0;F;E
24;THIA;0;F;E
24;VITB12;0;F;E
24;VITC;0;F;E
24;VITA;0;S;S
24;CAROTENS;0;S;S
24;VITD;0;F;E
24;VITE;0;S;S
24;VITK;0;S;IG
24;CA;0;F;E
24;FE;0;F;E
24;ID;0;F;E
24;K;0;F;E
24;MG;0;F;E
24;NA;0;F;E
24;NACL;0;S;S
24;P;0;F;E
24;SE;0;S;U
24;ZN;0;F;E
24;FAFRE;0;S;S
24;FAPU;0;S;S
24;FAMCIS;0;S;S
24;FASAT;0;S;S
24;FATRN;0;S;S
24;FAPUN3;0;S;S
24;FAPUN6;0;S;S
24;F18D2CN6;0;S;U
24;F18D3N3;0;S;U
24;F20D5N3;0;S;U
24;F22D6N3;0;S;U
24;TRP;0;S;IG
24;CHOLE;0;S;IG
24;STERT;0;S;S
25;ENERC;1459,41;S;S
25;CHOAVL;0;S;S
25;FAT;0,100;F;E
25;PROT;85,63;S;S
25;ALC;0;F;E
25;FIBC;0;S;U
25;STARCH;0;S;U
25;SUGAR;0;S;S
25;FRUS;0;S;U
25;GALS;0;S;U
25;GLUS;0;S;U
25;LACS;0;S;U
25;MALS;0;S;U
25;SUCS;0;S;U
25;PSACNCS;0;S;U
25;FIBINS;0;S;S
25;FOL;0;F;E
25;NIAEQ;0;F;E
25;NIA;0;S;I
25;VITPYRID;0;F;E
25;RIBF;0;F;E
25;THIA;0;F;E
25;VITB12;0;F;E
25;VITC;0;F;E
25;VITA;0;S;S
25;CAROTENS;0;S;S
25;VITD;0;F;E
25;VITE;0;S;S
25;VITK;0;S;IG
25;CA;0;F;E
25;FE;0;F;E
25;ID;0;F;E
25;K;0;F;E
25;MG;0;F;E
25;NA;0;F;E
25;NACL;0;S;S
25;P;0;F;E
25;SE;1,000;F;E
25;ZN;0;F;E
25;FAFRE;0;S;S
25;FAPU;0;S;S
25;FAMCIS;0;S;S
25;FASAT;0;S;S
25;FATRN;0;S;S
25;FAPUN3;0;S;S
25;FAPUN6;0;S;S
25;F18D2CN6;0;S;U
25;F18D3N3;0;S;U
25;F20D5N3;0;S;U
25;F22D6N3;0;S;U
25;TRP;0;F;E
25;CHOLE;0;S;IG
25;STERT;0;S;S
26;ENERC;311,82;S;S
26;CHOAVL;1,100;S;S
26;FAT;0,400;F;E
26;PROT;13,12;S;S
26;ALC;0;F;E
26;FIBC;6,900;S;CG
26;STARCH;1,10;F;E
26;SUGAR;0;S;S
26;FRUS;0;S;U
26;GLUS;0;S;U
26;LACS;0;S;U
26;MALS;0;S;U
26;SUCS;0;S;U
26;PSACNCS;1,50;S;IG
26;FIBINS;5,40;S;S
26;FOL;1250,00;F;E
26;NIAEQ;14,070;S;S
26;NIA;12,3;F;E
26;VITPYRID;0,48;S;S
26;RIBF;2,000;F;E
26;THIA;0,5000;F;E
26;VITB12;0;F;E
26;VITC;0;F;E
26;VITA;0;S;S
26;CAROTENS;0;S;S
26;VITD;0;F;E
26;VITE;0;S;S
26;VITK;0;S;IG
26;CA;12,00;F;E
26;FE;2,100;F;E
26;ID;4,00;F;E
26;K;640,00;F;E
26;MG;30,000;F;E
26;NA;4,40;F;E
26;NACL;11,21;S;S
26;P;340,0;F;E
26;SE;1,000;D;AG
26;ZN;4,500;F;E
26;FAFRE;0,300;S;S
26;FAPU;0;S;S
26;FAMCIS;0,3000;S;S
26;FASAT;0;S;S
26;FATRN;0;S;S
26;FAPUN3;0;S;S
26;FAPUN6;0;S;S
26;F18D2CN6;0;S;U
26;F18D3N3;0;S;U
26;F20D5N3;0;S;U
26;F22D6N3;0;S;U
26;TRP;106;F;E
26;CHOLE;0;S;IG
26;STERT;0;S;S
27;ENERC;1490,15;S;S
27;CHOAVL;86,000;S;S
27;FAT;0,600;D;AG
27;PROT;0,35;D;AG
27;ALC;0;F;E
27;FIBC;0;S;U
27;STARCH;86,00;S;CG
27;SUGAR;0;S;S
27;FRUS;0;S;U
27;GALS;0;S;U
27;GLUS;0;S;U
27;LACS;0;S;U
27;MALS;0;S;U
27;SUCS;0;S;U
27;PSACNCS;0;S;U
27;FIBINS;0;S;S
27;FOL;0;F;E
27;NIAEQ;0;F;E
27;NIA;0;S;I
27;VITPYRID;0;F;E
27;RIBF;0;F;E
27;THIA;0;F;E
27;VITB12;0;F;E
27;VITC;0;F;E
27;VITA;0;S;S
27;CAROTENS;0;S;S
27;VITD;0;F;E
